src_id,dst_id,label,feat
0,0,0,0
1,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
2,5,0,0
2,6,0,0
2,7,0,0
2,8,0,0
3,9,0,0
3,10,0,0
3,11,0,0
3,12,0,0
3,13,0,0
3,14,0,0
4,15,0,0
4,16,0,0
4,17,0,0
4,18,0,0
4,19,0,0
5,20,0,0
6,21,0,0
6,22,0,0
6,23,0,0
6,24,0,0
6,25,0,0
7,26,0,0
7,27,0,0
7,28,0,0
8,29,0,0
7,30,0,0
7,31,0,0
9,32,0,0
7,33,0,0
10,34,0,0
11,35,0,0
11,36,0,0
11,37,0,0
11,38,0,0
11,39,0,0
12,40,0,0
12,41,0,0
12,42,0,0
12,43,0,0
13,44,0,0
14,45,0,0
15,46,0,0
15,47,0,0
15,48,0,0
15,49,0,0
15,50,0,0
16,51,0,0
17,52,0,0
18,53,0,0
19,54,0,0
20,55,0,0
20,56,0,0
20,57,0,0
20,58,0,0
21,59,0,0
22,60,0,0
23,61,0,0
24,62,0,0
25,63,0,0
26,64,0,0
27,65,0,0
28,66,0,0
28,67,0,0
29,68,0,0
29,69,0,0
18,70,0,0
30,71,0,0
31,72,0,0
32,73,0,0
33,74,0,0
33,75,0,0
7,76,0,0
8,77,0,0
7,78,0,0
7,79,0,0
7,80,0,0
34,81,0,0
34,82,0,0
35,83,0,0
7,84,0,0
36,85,0,0
36,86,0,0
36,87,0,0
36,88,0,0
37,89,0,0
37,90,0,0
37,91,0,0
37,92,0,0
37,93,0,0
38,94,0,0
38,95,0,0
38,96,0,0
39,97,0,0
39,98,0,0
39,99,0,0
40,100,0,0
40,101,0,0
40,102,0,0
41,103,0,0
41,104,0,0
41,105,0,0
41,106,0,0
41,107,0,0
41,108,0,0
41,109,0,0
42,110,0,0
43,111,0,0
43,112,0,0
43,113,0,0
43,114,0,0
44,115,0,0
45,116,0,0
46,117,0,0
47,118,0,0
48,119,0,0
13,120,0,0
49,121,0,0
18,122,0,0
50,123,0,0
50,124,0,0
50,125,0,0
50,126,0,0
51,127,0,0
52,128,0,0
53,129,0,0
54,130,0,0
54,131,0,0
54,132,0,0
54,133,0,0
55,134,0,0
55,135,0,0
55,136,0,0
55,137,0,0
55,138,0,0
55,139,0,0
56,140,0,0
56,141,0,0
56,142,0,0
56,143,0,0
57,144,0,0
18,145,0,0
58,146,0,0
7,147,0,0
7,148,0,0
7,149,0,0
59,150,0,0
59,151,0,0
59,152,0,0
59,153,0,0
8,154,0,0
7,155,0,0
60,156,0,0
7,157,0,0
61,158,0,0
7,159,0,0
62,160,0,0
7,161,0,0
63,162,0,0
63,163,0,0
63,164,0,0
64,165,0,0
64,166,0,0
64,167,0,0
64,168,0,0
64,169,0,0
64,170,0,0
65,171,0,0
65,172,0,0
65,173,0,0
65,174,0,0
65,175,0,0
66,176,0,0
66,177,0,0
66,178,0,0
66,179,0,0
66,180,0,0
67,181,0,0
67,182,0,0
67,183,0,0
67,184,0,0
67,185,0,0
68,186,0,0
69,187,0,0
8,188,0,0
70,189,0,0
70,190,0,0
70,191,0,0
70,192,0,0
70,193,0,0
70,194,0,0
70,195,0,0
7,196,0,0
71,197,0,0
8,198,0,0
7,199,0,0
7,200,0,0
72,201,0,0
7,202,0,0
73,203,0,0
74,204,0,0
75,205,0,0
75,206,0,0
75,207,0,0
76,208,0,0
77,209,0,0
78,210,0,0
79,211,0,0
80,212,0,0
80,213,0,0
80,214,0,0
80,215,0,0
81,216,0,0
81,217,0,0
81,218,0,0
81,219,0,0
81,220,0,0
82,221,0,0
82,222,0,0
83,223,0,0
84,224,0,0
85,225,0,0
86,226,0,0
87,227,0,0
87,228,0,0
87,229,0,0
87,230,0,0
88,231,0,0
89,232,0,0
90,233,0,0
91,234,0,0
92,235,0,0
93,236,0,0
94,237,0,0
94,238,0,0
95,239,0,0
96,240,0,0
97,241,0,0
98,242,0,0
99,243,0,0
99,244,0,0
99,245,0,0
99,246,0,0
7,247,0,0
7,248,0,0
51,249,0,0
100,250,0,0
100,251,0,0
100,252,0,0
100,253,0,0
100,254,0,0
101,255,0,0
7,256,0,0
102,257,0,0
103,258,0,0
103,259,0,0
103,260,0,0
104,261,0,0
104,262,0,0
104,263,0,0
104,264,0,0
105,265,0,0
106,266,0,0
107,267,0,0
108,268,0,0
18,269,0,0
109,270,0,0
109,271,0,0
18,272,0,0
110,273,0,0
110,274,0,0
110,275,0,0
110,276,0,0
110,277,0,0
111,278,0,0
111,279,0,0
111,280,0,0
111,281,0,0
112,282,0,0
113,283,0,0
114,284,0,0
115,285,0,0
116,286,0,0
84,287,0,0
18,288,0,0
117,289,0,0
118,290,0,0
119,291,0,0
120,292,0,0
121,293,0,0
121,294,0,0
122,295,0,0
123,296,0,0
124,297,0,0
124,298,0,0
125,299,0,0
126,300,0,0
126,301,0,0
127,302,0,0
7,303,0,0
128,304,0,0
128,305,0,0
128,306,0,0
128,307,0,0
8,308,0,0
8,309,0,0
129,310,0,0
129,311,0,0
129,312,0,0
130,313,0,0
130,314,0,0
130,315,0,0
7,316,0,0
7,317,0,0
131,318,0,0
7,319,0,0
132,320,0,0
133,321,0,0
133,322,0,0
96,323,0,0
96,324,0,0
96,325,0,0
134,326,0,0
135,327,0,0
136,328,0,0
136,329,0,0
137,330,0,0
137,331,0,0
137,332,0,0
137,333,0,0
137,334,0,0
7,335,0,0
138,336,0,0
138,337,0,0
139,338,0,0
139,339,0,0
139,340,0,0
139,341,0,0
139,342,0,0
7,343,0,0
140,344,0,0
141,345,0,0
141,346,0,0
142,347,0,0
142,348,0,0
142,349,0,0
142,350,0,0
142,351,0,0
142,352,0,0
142,353,0,0
143,354,0,0
143,355,0,0
143,356,0,0
51,357,0,0
7,358,0,0
7,359,0,0
144,360,0,0
144,361,0,0
27,362,0,0
145,363,0,0
145,364,0,0
145,365,0,0
145,366,0,0
145,367,0,0
146,368,0,0
147,369,0,0
29,370,0,0
29,371,0,0
148,372,0,0
149,373,0,0
150,374,0,0
150,375,0,0
151,376,0,0
151,377,0,0
151,378,0,0
151,379,0,0
151,380,0,0
152,381,0,0
152,382,0,0
153,383,0,0
153,384,0,0
153,385,0,0
153,386,0,0
153,387,0,0
154,388,0,0
155,389,0,0
156,390,0,0
157,391,0,0
158,392,0,0
158,393,0,0
158,394,0,0
158,395,0,0
158,396,0,0
159,397,0,0
160,398,0,0
161,399,0,0
162,400,0,0
162,401,0,0
162,402,0,0
162,403,0,0
163,404,0,0
163,405,0,0
164,406,0,0
164,407,0,0
164,408,0,0
165,409,0,0
7,410,0,0
166,411,0,0
166,412,0,0
166,413,0,0
166,414,0,0
167,415,0,0
7,416,0,0
168,417,0,0
168,418,0,0
168,419,0,0
168,420,0,0
168,421,0,0
168,422,0,0
168,423,0,0
169,424,0,0
169,425,0,0
170,426,0,0
171,427,0,0
171,428,0,0
171,429,0,0
171,430,0,0
7,431,0,0
172,432,0,0
172,433,0,0
173,434,0,0
174,435,0,0
174,436,0,0
175,437,0,0
176,438,0,0
177,439,0,0
178,440,0,0
178,441,0,0
179,442,0,0
179,443,0,0
179,444,0,0
180,445,0,0
180,446,0,0
180,447,0,0
181,448,0,0
181,449,0,0
181,450,0,0
181,451,0,0
182,452,0,0
182,453,0,0
182,454,0,0
183,455,0,0
184,456,0,0
184,457,0,0
184,458,0,0
184,459,0,0
7,460,0,0
185,461,0,0
186,462,0,0
187,463,0,0
187,464,0,0
187,465,0,0
188,466,0,0
189,467,0,0
189,468,0,0
189,469,0,0
189,470,0,0
7,471,0,0
190,472,0,0
190,473,0,0
7,474,0,0
7,475,0,0
7,476,0,0
7,477,0,0
7,478,0,0
7,479,0,0
7,480,0,0
7,481,0,0
191,482,0,0
192,483,0,0
192,484,0,0
192,485,0,0
193,486,0,0
194,487,0,0
195,488,0,0
195,489,0,0
195,490,0,0
18,491,0,0
196,492,0,0
197,493,0,0
18,494,0,0
198,495,0,0
199,496,0,0
29,497,0,0
18,498,0,0
18,499,0,0
200,500,0,0
84,501,0,0
201,502,0,0
201,503,0,0
202,504,0,0
203,505,0,0
204,506,0,0
205,507,0,0
206,508,0,0
207,509,0,0
207,510,0,0
207,511,0,0
208,512,0,0
209,513,0,0
209,514,0,0
209,515,0,0
209,516,0,0
210,517,0,0
210,518,0,0
210,519,0,0
210,520,0,0
211,521,0,0
211,522,0,0
211,523,0,0
211,524,0,0
212,525,0,0
212,526,0,0
212,527,0,0
212,528,0,0
7,529,0,0
213,530,0,0
213,531,0,0
213,532,0,0
213,533,0,0
214,534,0,0
215,535,0,0
97,536,0,0
216,537,0,0
7,538,0,0
217,539,0,0
217,540,0,0
217,541,0,0
217,542,0,0
218,543,0,0
219,544,0,0
220,545,0,0
220,546,0,0
220,547,0,0
220,548,0,0
221,549,0,0
221,550,0,0
221,551,0,0
221,552,0,0
221,553,0,0
18,554,0,0
222,555,0,0
222,556,0,0
223,557,0,0
224,558,0,0
224,559,0,0
224,560,0,0
224,561,0,0
224,562,0,0
225,563,0,0
225,564,0,0
225,565,0,0
226,566,0,0
227,567,0,0
228,568,0,0
228,569,0,0
29,570,0,0
29,571,0,0
229,572,0,0
230,573,0,0
18,574,0,0
18,575,0,0
18,576,0,0
231,577,0,0
232,578,0,0
232,579,0,0
232,580,0,0
232,581,0,0
232,582,0,0
233,583,0,0
7,584,0,0
234,585,0,0
235,586,0,0
235,587,0,0
235,588,0,0
235,589,0,0
236,590,0,0
237,591,0,0
237,592,0,0
237,593,0,0
7,594,0,0
7,595,0,0
7,596,0,0
238,597,0,0
238,598,0,0
238,599,0,0
238,600,0,0
238,601,0,0
7,602,0,0
239,603,0,0
239,604,0,0
239,605,0,0
239,606,0,0
239,607,0,0
240,608,0,0
240,609,0,0
240,610,0,0
241,611,0,0
241,612,0,0
241,613,0,0
241,614,0,0
241,615,0,0
242,616,0,0
242,617,0,0
242,618,0,0
243,619,0,0
8,620,0,0
244,621,0,0
244,622,0,0
245,623,0,0
245,624,0,0
245,625,0,0
245,626,0,0
7,627,0,0
7,628,0,0
176,629,0,0
7,630,0,0
7,631,0,0
246,632,0,0
246,633,0,0
246,634,0,0
246,635,0,0
247,636,0,0
247,637,0,0
247,638,0,0
248,639,0,0
249,640,0,0
250,641,0,0
18,642,0,0
251,643,0,0
94,644,0,0
94,645,0,0
252,646,0,0
29,647,0,0
253,648,0,0
254,649,0,0
255,650,0,0
256,651,0,0
256,652,0,0
256,653,0,0
256,654,0,0
257,655,0,0
258,656,0,0
259,657,0,0
260,658,0,0
260,659,0,0
260,660,0,0
260,661,0,0
260,662,0,0
261,663,0,0
261,664,0,0
261,665,0,0
261,666,0,0
261,667,0,0
150,668,0,0
7,669,0,0
262,670,0,0
263,671,0,0
263,672,0,0
263,673,0,0
7,674,0,0
264,675,0,0
264,676,0,0
264,677,0,0
264,678,0,0
264,679,0,0
265,680,0,0
8,681,0,0
266,682,0,0
266,683,0,0
