node_id,label,feat
657,0.0,"1.3788053,1.8454417,0.29595622,0.0013075667,0.0996064,0.6713035,-0.42281646,-0.59158826,0.13552988,0.17336746,True,False,False,541,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.01084836,-0.09207491,-1.2150624,1.0163385,0.10127712,1.1003699,0.30593008,0.6137742,-0.48328075,0.14006068,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1880808697093175,-0.0931572110006825,-0.1242526176338246,-0.1183451699151108,-0.1954544193199989,0.0940409556104461,-0.0237750359319037,0.0752598539602502,0.0242201994679545,0.0207532561498749,20.0,True,False,False,False,False,False,0.10541753,-1.2852516,0.7071558,0.9687807,-1.5868338,-0.15553223,-0.079475425,0.4698991,-0.5009475,-0.1716762,0.195968340106329,0.0056424125903102,-0.0023286083396372,-0.0002601612837369,6.182184298890107e-05,0.0009516890412086,-0.000475214131524,-0.0002877672399427,-0.0005087503992623,0.0006709864794542,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,552.0,False,False,False,True"
658,0.0,"-0.14117216,-1.3510551,1.7618227,-0.536557,1.5103425,-0.019883811,-0.611547,-0.2981958,1.0234044,0.30707213,True,False,False,2714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.29321793,-0.2348527,-2.3439429,-0.0964722,0.5676184,0.18999095,-1.6926394,-2.4930809,0.64124733,-3.1538486,0.0,True,False,False,False,False,False,1,0,1,1,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.0886518355477451,-0.016040999563889,0.1184726514183597,-0.0320957140986561,-0.1004257227858805,-0.086865506808586,0.0387242102685742,0.0846698356462375,-0.0132190980570836,-0.0467907635450199,300.0,True,False,False,False,False,False,0.10610342,-0.45504013,-1.7704198,0.7295594,2.5725224,-1.1457722,-0.09248332,-0.65972084,-0.42510235,-1.0870092,-0.5274655575621731,0.0557112252012412,0.5447355133618016,-0.1018835836967658,-0.0109514252631758,-0.2426069739861177,-0.0236532105232752,0.0212826583921094,-0.0375503985274831,-0.0538699368748944,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2714.0,False,False,False,True"
659,0.0,"-0.14117216,-1.3510551,1.7618227,-0.536557,1.5103425,-0.019883811,-0.611547,-0.2981958,1.0234044,0.30707213,True,False,False,2714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3156388,-0.47525373,2.1273656,-1.2785001,0.13949026,-0.70572084,0.008193205,-0.07995855,0.17412937,0.81004083,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.0886518355477451,-0.016040999563889,0.1184726514183597,-0.0320957140986561,-0.1004257227858805,-0.086865506808586,0.0387242102685742,0.0846698356462375,-0.0132190980570836,-0.0467907635450199,300.0,True,False,False,False,False,False,0.10610342,-0.45504013,-1.7704198,0.7295594,2.5725224,-1.1457722,-0.09248332,-0.65972084,-0.42510235,-1.0870092,-0.5274655575621731,0.0557112252012412,0.5447355133618016,-0.1018835836967658,-0.0109514252631758,-0.2426069739861177,-0.0236532105232752,0.0212826583921094,-0.0375503985274831,-0.0538699368748944,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2714.0,False,False,False,True"
660,0.0,"-0.14117216,-1.3510551,1.7618227,-0.536557,1.5103425,-0.019883811,-0.611547,-0.2981958,1.0234044,0.30707213,True,False,False,2714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29321793,-0.2348527,-2.3439429,-0.0964722,0.5676184,0.18999095,-1.6926394,-2.4930809,0.64124733,-3.1538486,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.0886518355477451,-0.016040999563889,0.1184726514183597,-0.0320957140986561,-0.1004257227858805,-0.086865506808586,0.0387242102685742,0.0846698356462375,-0.0132190980570836,-0.0467907635450199,300.0,True,False,False,False,False,False,0.10610342,-0.45504013,-1.7704198,0.7295594,2.5725224,-1.1457722,-0.09248332,-0.65972084,-0.42510235,-1.0870092,-0.5274655575621731,0.0557112252012412,0.5447355133618016,-0.1018835836967658,-0.0109514252631758,-0.2426069739861177,-0.0236532105232752,0.0212826583921094,-0.0375503985274831,-0.0538699368748944,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2714.0,False,False,False,True"
661,0.0,"-0.14117216,-1.3510551,1.7618227,-0.536557,1.5103425,-0.019883811,-0.611547,-0.2981958,1.0234044,0.30707213,True,False,False,2714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29321793,-0.2348527,-2.3439429,-0.0964722,0.5676184,0.18999095,-1.6926394,-2.4930809,0.64124733,-3.1538486,0.0,True,False,False,False,False,False,1,0,0,0,0,0,1,1,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.0886518355477451,-0.016040999563889,0.1184726514183597,-0.0320957140986561,-0.1004257227858805,-0.086865506808586,0.0387242102685742,0.0846698356462375,-0.0132190980570836,-0.0467907635450199,300.0,True,False,False,False,False,False,0.10610342,-0.45504013,-1.7704198,0.7295594,2.5725224,-1.1457722,-0.09248332,-0.65972084,-0.42510235,-1.0870092,-0.5274655575621731,0.0557112252012412,0.5447355133618016,-0.1018835836967658,-0.0109514252631758,-0.2426069739861177,-0.0236532105232752,0.0212826583921094,-0.0375503985274831,-0.0538699368748944,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2714.0,False,False,False,True"
662,0.0,"-0.14117216,-1.3510551,1.7618227,-0.536557,1.5103425,-0.019883811,-0.611547,-0.2981958,1.0234044,0.30707213,True,False,False,2714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.3156388,-0.47525373,2.1273656,-1.2785001,0.13949026,-0.70572084,0.008193205,-0.07995855,0.17412937,0.81004083,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.0886518355477451,-0.016040999563889,0.1184726514183597,-0.0320957140986561,-0.1004257227858805,-0.086865506808586,0.0387242102685742,0.0846698356462375,-0.0132190980570836,-0.0467907635450199,300.0,True,False,False,False,False,False,0.10610342,-0.45504013,-1.7704198,0.7295594,2.5725224,-1.1457722,-0.09248332,-0.65972084,-0.42510235,-1.0870092,-0.5274655575621731,0.0557112252012412,0.5447355133618016,-0.1018835836967658,-0.0109514252631758,-0.2426069739861177,-0.0236532105232752,0.0212826583921094,-0.0375503985274831,-0.0538699368748944,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2714.0,False,False,False,True"
663,0.0,"0.35162896,0.36926553,1.6543087,0.95758885,-1.1619278,0.15281223,0.42583114,-0.9978161,-1.1611395,-0.11594665,True,False,False,2113,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4724922,1.1463282,-0.98272735,0.11132547,-0.53022575,-0.16440259,-1.2155092,1.8267454,0.8441205,-0.44666395,0.0,True,False,False,False,False,False,1,0,0,0,0,0,1,1,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.2047974841841114,0.0582852224221175,-0.1009801259454417,-0.2427871164157894,0.21222192102116,0.0307134566751299,0.0448036941333302,0.0001364001436095,0.0908800103227737,-0.076558302141734,300.0,False,False,False,False,False,True,0.57511115,0.47692633,0.51811993,-1.9680413,-1.6971796,1.2374464,-0.48366505,0.6727041,-0.29748303,1.3621547,-0.6131093170797276,0.1193843066680353,0.0337459193614334,0.0833603353278486,-0.1863311619328193,-0.2591183156921405,0.0981218579785451,-0.324350895903211,-0.0189127093727098,-0.0252323692746516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2292.0,False,False,False,True"
664,0.0,"0.35162896,0.36926553,1.6543087,0.95758885,-1.1619278,0.15281223,0.42583114,-0.9978161,-1.1611395,-0.11594665,True,False,False,2113,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2270437,-0.34791353,-0.53074104,-0.73773026,0.5872705,-0.388958,-1.6706207,-0.6763423,-0.8266999,0.63094777,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.2047974841841114,0.0582852224221175,-0.1009801259454417,-0.2427871164157894,0.21222192102116,0.0307134566751299,0.0448036941333302,0.0001364001436095,0.0908800103227737,-0.076558302141734,300.0,False,False,False,False,False,True,0.57511115,0.47692633,0.51811993,-1.9680413,-1.6971796,1.2374464,-0.48366505,0.6727041,-0.29748303,1.3621547,-0.6131093170797276,0.1193843066680353,0.0337459193614334,0.0833603353278486,-0.1863311619328193,-0.2591183156921405,0.0981218579785451,-0.324350895903211,-0.0189127093727098,-0.0252323692746516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2292.0,False,False,False,True"
665,0.0,"0.35162896,0.36926553,1.6543087,0.95758885,-1.1619278,0.15281223,0.42583114,-0.9978161,-1.1611395,-0.11594665,True,False,False,2113,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2270437,-0.34791353,-0.53074104,-0.73773026,0.5872705,-0.388958,-1.6706207,-0.6763423,-0.8266999,0.63094777,0.0,False,True,False,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.2047974841841114,0.0582852224221175,-0.1009801259454417,-0.2427871164157894,0.21222192102116,0.0307134566751299,0.0448036941333302,0.0001364001436095,0.0908800103227737,-0.076558302141734,300.0,False,False,False,False,False,True,0.57511115,0.47692633,0.51811993,-1.9680413,-1.6971796,1.2374464,-0.48366505,0.6727041,-0.29748303,1.3621547,-0.6131093170797276,0.1193843066680353,0.0337459193614334,0.0833603353278486,-0.1863311619328193,-0.2591183156921405,0.0981218579785451,-0.324350895903211,-0.0189127093727098,-0.0252323692746516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2292.0,False,False,False,True"
666,0.0,"0.35162896,0.36926553,1.6543087,0.95758885,-1.1619278,0.15281223,0.42583114,-0.9978161,-1.1611395,-0.11594665,True,False,False,2113,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.28894788,0.13116232,1.0535395,-1.2725877,-0.328667,-1.5147699,1.2421559,-0.038933564,-0.13207546,-1.181991,0.0,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.2047974841841114,0.0582852224221175,-0.1009801259454417,-0.2427871164157894,0.21222192102116,0.0307134566751299,0.0448036941333302,0.0001364001436095,0.0908800103227737,-0.076558302141734,300.0,False,False,False,False,False,True,0.57511115,0.47692633,0.51811993,-1.9680413,-1.6971796,1.2374464,-0.48366505,0.6727041,-0.29748303,1.3621547,-0.6131093170797276,0.1193843066680353,0.0337459193614334,0.0833603353278486,-0.1863311619328193,-0.2591183156921405,0.0981218579785451,-0.324350895903211,-0.0189127093727098,-0.0252323692746516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2292.0,False,False,False,True"
667,0.0,"0.35162896,0.36926553,1.6543087,0.95758885,-1.1619278,0.15281223,0.42583114,-0.9978161,-1.1611395,-0.11594665,True,False,False,2113,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,300.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1.2270437,-0.34791353,-0.53074104,-0.73773026,0.5872705,-0.388958,-1.6706207,-0.6763423,-0.8266999,0.63094777,0.0,True,False,False,False,False,False,1,0,1,1,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.2047974841841114,0.0582852224221175,-0.1009801259454417,-0.2427871164157894,0.21222192102116,0.0307134566751299,0.0448036941333302,0.0001364001436095,0.0908800103227737,-0.076558302141734,300.0,False,False,False,False,False,True,0.57511115,0.47692633,0.51811993,-1.9680413,-1.6971796,1.2374464,-0.48366505,0.6727041,-0.29748303,1.3621547,-0.6131093170797276,0.1193843066680353,0.0337459193614334,0.0833603353278486,-0.1863311619328193,-0.2591183156921405,0.0981218579785451,-0.324350895903211,-0.0189127093727098,-0.0252323692746516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2292.0,False,False,False,True"
668,0.0,"1.7166202,-0.3816544,-2.222964,-1.442731,0.4943782,-0.022030674,0.7713712,-0.31263745,1.1203312,1.119238,True,False,False,268,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1000.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5487619,-0.76164174,-1.137751,-0.7650511,-0.93793905,0.6020852,-0.25288823,-0.38371897,-0.31325263,0.23821387,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,1,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.202017113254562,-0.0455861728327408,-0.1038161256348205,0.1033040659403515,-0.0864341198159285,-0.0513667329347986,-0.059781248601101,0.0237966151466635,-0.0084848304677066,0.0192387326530873,1000.0,True,False,False,False,False,False,0.10541753,-1.2852516,0.7071558,0.9687807,-1.5868338,-0.15553223,-0.079475425,0.4698991,-0.5009475,-0.1716762,0.195968340106329,0.0056424125903102,-0.0023286083396372,-0.0002601612837369,6.182184298890107e-05,0.0009516890412086,-0.000475214131524,-0.0002877672399427,-0.0005087503992623,0.0006709864794542,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1056.0,False,False,False,True"
669,0.0,"-0.59483474,0.027812164,-0.36149704,2.889834,-0.9383682,1.3800151,-0.0552509,0.26082486,-0.82616204,1.6207864,True,False,False,1793,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1904337,-1.4100144,-0.1323757,-1.2372679,0.5852468,0.13926694,0.7644725,1.2503263,-1.9622747,0.9999076,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1276557375070674,0.5209540388584539,0.1186203921518284,0.0765973867783657,-0.0124424890839793,0.028249378012456,-0.0056966607812692,-0.0046562558538965,0.0331859829138859,0.0039765437212978,1880000.0,True,False,False,False,False,False,-0.7389506,-1.0863159,-0.5352788,-0.9588621,1.51401,-1.114953,0.14871956,1.6451573,-0.7272054,1.131289,0.195968340106329,0.0056424125903102,-0.0023286083396372,-0.0002601612837369,6.182184298890107e-05,0.0009516890412086,-0.000475214131524,-0.0002877672399427,-0.0005087503992623,0.0006709864794542,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4192.0,False,False,False,True"
670,0.0,"-0.47442126,-1.2744191,0.28237468,-1.0793469,0.67477316,-0.23692842,2.1590488,-1.0238436,2.587271,-0.050583355,True,False,False,1021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7750687,-1.2934906,2.171534,2.3148267,0.49127817,-0.4917914,-0.2561523,0.52998006,0.04753491,-0.68022954,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.166190204026021,-0.1940003024614257,0.1480723536973984,0.1712524684659345,0.0819692305297416,-0.122513311857529,0.121208529457667,-0.0662563761819017,0.0095208275456174,-0.0287321190221838,0.0,True,False,False,False,False,False,1.3523306,1.5276134,-0.7020912,0.3781315,0.10639744,1.2115601,1.2230929,0.024872532,-1.2204249,-0.26257455,-0.4792554051409125,-0.4563504442826925,-0.0240005105602239,0.0093671017598185,-0.0784652774559937,0.01659822102705,-0.0193454277005862,0.0094222337925399,-0.1154611587036242,-0.1543266841924511,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1021.0,False,False,False,True"
671,0.0,"-0.41828623,-0.43561757,1.0998015,-1.3138826,0.15167736,0.9741574,0.5212912,-2.3331687,0.7378441,0.062683366,False,True,False,860,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.4724922,1.1463282,-0.98272735,0.11132547,-0.53022575,-0.16440259,-1.2155092,1.8267454,0.8441205,-0.44666395,0.0,True,False,False,False,False,False,1,0,1,1,0,0,0,0,1,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.033595661610233,-0.2105623066373278,0.264599004212986,-0.1953183843243655,-0.1755293344180442,0.1272741877662983,-0.0569942180850679,0.1399941935337322,-0.0414524059438026,-0.0884867049278653,0.0,False,False,False,False,False,True,1.3523306,1.5276134,-0.7020912,0.3781315,0.10639744,1.2115601,1.2230929,0.024872532,-1.2204249,-0.26257455,-0.6341969374225193,0.1957705408990697,-0.0122902459737009,-0.2248205452539331,0.0606106539075106,0.3703586034237824,-0.0577905186498236,-0.0506494579714026,-0.0117833053725436,0.2096077336345074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1794.0,False,False,False,True"
672,0.0,"-0.41828623,-0.43561757,1.0998015,-1.3138826,0.15167736,0.9741574,0.5212912,-2.3331687,0.7378441,0.062683366,False,True,False,860,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.01084836,-0.09207491,-1.2150624,1.0163385,0.10127712,1.1003699,0.30593008,0.6137742,-0.48328075,0.14006068,0.0,True,False,False,False,False,False,1,0,0,0,0,0,1,1,1,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.033595661610233,-0.2105623066373278,0.264599004212986,-0.1953183843243655,-0.1755293344180442,0.1272741877662983,-0.0569942180850679,0.1399941935337322,-0.0414524059438026,-0.0884867049278653,0.0,False,False,False,False,False,True,1.3523306,1.5276134,-0.7020912,0.3781315,0.10639744,1.2115601,1.2230929,0.024872532,-1.2204249,-0.26257455,-0.6341969374225193,0.1957705408990697,-0.0122902459737009,-0.2248205452539331,0.0606106539075106,0.3703586034237824,-0.0577905186498236,-0.0506494579714026,-0.0117833053725436,0.2096077336345074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1794.0,False,False,False,True"
673,0.0,"-0.41828623,-0.43561757,1.0998015,-1.3138826,0.15167736,0.9741574,0.5212912,-2.3331687,0.7378441,0.062683366,False,True,False,860,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4724922,1.1463282,-0.98272735,0.11132547,-0.53022575,-0.16440259,-1.2155092,1.8267454,0.8441205,-0.44666395,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,1,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.033595661610233,-0.2105623066373278,0.264599004212986,-0.1953183843243655,-0.1755293344180442,0.1272741877662983,-0.0569942180850679,0.1399941935337322,-0.0414524059438026,-0.0884867049278653,0.0,False,False,False,False,False,True,1.3523306,1.5276134,-0.7020912,0.3781315,0.10639744,1.2115601,1.2230929,0.024872532,-1.2204249,-0.26257455,-0.6341969374225193,0.1957705408990697,-0.0122902459737009,-0.2248205452539331,0.0606106539075106,0.3703586034237824,-0.0577905186498236,-0.0506494579714026,-0.0117833053725436,0.2096077336345074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1794.0,False,False,False,True"
674,0.0,"-0.59483474,0.027812164,-0.36149704,2.889834,-0.9383682,1.3800151,-0.0552509,0.26082486,-0.82616204,1.6207864,True,False,False,1750,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1904337,-1.4100144,-0.1323757,-1.2372679,0.5852468,0.13926694,0.7644725,1.2503263,-1.9622747,0.9999076,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1277399964202044,0.5206263047865901,0.1186660759501149,0.0775202819334123,-0.0119587791197845,0.0280635622998274,-0.0056697742253417,-0.0041719613208849,0.0331021583433768,0.0044270477497013,1880000.0,True,False,False,False,False,False,-0.7389506,-1.0863159,-0.5352788,-0.9588621,1.51401,-1.114953,0.14871956,1.6451573,-0.7272054,1.131289,0.195968340106329,0.0056424125903102,-0.0023286083396372,-0.0002601612837369,6.182184298890107e-05,0.0009516890412086,-0.000475214131524,-0.0002877672399427,-0.0005087503992623,0.0006709864794542,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4192.0,False,False,False,True"
675,0.0,"-0.3414342,-0.47950023,-1.0363531,0.49458367,0.07411006,0.65565,-1.2260892,-0.48471108,-0.98579204,0.17314373,True,False,False,1256,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,320.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.28894788,0.13116232,1.0535395,-1.2725877,-0.328667,-1.5147699,1.2421559,-0.038933564,-0.13207546,-1.181991,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1809234707904244,-0.0450530185809153,-0.037680113374849,-0.1705495703135095,0.0404751799889456,-0.0603345847244042,0.1393685573812714,-0.0843355886135916,0.05080732989358,0.0477237144670048,320.0,True,False,False,False,False,False,-0.79473114,-0.92280316,-1.5526193,-0.69849366,0.030897995,-0.655924,-1.5089539,-0.40296236,-0.12883517,-0.19829077,0.195968340106329,0.0056424125903102,-0.0023286083396372,-0.0002601612837369,6.182184298890107e-05,0.0009516890412086,-0.000475214131524,-0.0002877672399427,-0.0005087503992623,0.0006709864794542,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4108.0,False,False,False,True"
